FishCode,FishDesc,Consigned,Sold,LowPrice,AvgPrice,HighPrice,MonthNum,YearNum,FishGroup
HDDP,Haddock | snapper,3663.0,1843,0.0,0.69,1.21,9,2017,Haddock
HDDS,Haddock | scrod,24718.0,20966,0.0,1.39,1.86,9,2017,Haddock
PADM,"Pollock, Atl | medium",8883.0,8883,1.62,2.62,3.42,9,2017,Pollock
POWX,Redfish | mixed,4400.0,3704,0.52,0.79,1.3,9,2017,Redfish
CADL,Cod | large,3052.0,2795,0.0,3.1,4.11,9,2017,Cod
FADM,"Halibut, Atlantic | 50-85",329.0,279,0.0,6.91,7.61,9,2017,Halibut
HWSM,"Hake, white | medium",7166.0,5133,0.0,1.15,3.01,9,2017,Hake
CADM,Cod | market,2808.0,2477,0.0,3.07,4.71,10,2017,Cod
HWSJ,"Hake, white | sow",2295.0,2295,1.92,3.42,4.32,10,2017,Hake
HDDL,Haddock | large,6211.0,5011,1.46,2.16,3.47,10,2017,Haddock
PADM,"Pollock, Atl | medium",20519.0,20472,0.0,1.65,2.64,10,2017,Pollock
CADL,Cod | large,3426.0,3271,0.0,3.31,4.42,10,2017,Cod
CADS,Cod | scrod,3.0,0,0.0,0.0,0.0,10,2017,Cod
FADS,"Halibut, Atlantic | 10-50",228.0,188,0.0,7.68,9.11,10,2017,Halibut
HDDS,Haddock | scrod,29284.0,28451,0.0,0.97,1.81,10,2017,Haddock
HWSL,"Hake, white | large",28647.0,25854,0.0,1.62,2.38,10,2017,Hake
HDDP,Haddock | snapper,3242.0,998,0.0,0.46,0.71,10,2017,Haddock
PADS,"Pollock, Atl | small",12529.0,10941,0.5,0.84,1.52,10,2017,Pollock
HWSM,"Hake, white | medium",4573.0,3198,0.0,1.24,2.25,10,2017,Hake
FADM,"Halibut, Atlantic | 50-85",329.0,329,5.9,6.53,7.45,10,2017,Halibut
HWSS,"Hake, white | small",1386.0,685,0.0,0.5,0.99,10,2017,Hake
POWX,Redfish | mixed,2770.0,2011,0.0,0.7,1.01,10,2017,Redfish
PADL,"Pollock, Atl | large",24049.0,23618,0.0,2.27,3.62,10,2017,Pollock
CADL,Cod | large,1101.0,1101,3.21,3.51,4.42,11,2017,Cod
CADM,Cod | market,640.0,640,2.53,3.41,3.97,11,2017,Cod
HDDP,Haddock | snapper,373.0,141,0.0,0.82,1.16,11,2017,Haddock
HDDS,Haddock | scrod,15937.0,13014,0.0,1.17,2.22,11,2017,Haddock
HDDL,Haddock | large,4216.0,3716,1.43,2.06,2.87,11,2017,Haddock
PADM,"Pollock, Atl | medium",19485.0,19480,0.0,1.57,2.7,11,2017,Pollock
FADM,"Halibut, Atlantic | 50-85",142.0,142,7.5,8.37,9.01,11,2017,Halibut
HWSL,"Hake, white | large",10967.0,9914,0.83,1.54,3.97,11,2017,Hake
PADL,"Pollock, Atl | large",15446.0,15446,1.5,2.32,3.11,11,2017,Pollock
HWSJ,"Hake, white | sow",1218.0,1151,0.0,3.21,4.37,11,2017,Hake
HWSM,"Hake, white | medium",2237.0,2165,0.0,1.18,2.52,11,2017,Hake
PADS,"Pollock, Atl | small",10387.0,10050,0.0,1.02,2.02,11,2017,Pollock
POWX,Redfish | mixed,1299.0,1299,0.66,1.12,1.42,11,2017,Redfish
FADS,"Halibut, Atlantic | 10-50",84.0,84,11.26,11.46,11.66,11,2017,Halibut
HWSS,"Hake, white | small",981.0,622,0.0,0.49,0.73,11,2017,Hake
CADL,Cod | large,2112.0,2112,2.55,4.38,6.06,12,2017,Cod
FADM,"Halibut, Atlantic | 50-85",61.0,61,9.96,9.96,9.96,12,2017,Halibut
HDDS,Haddock | scrod,29701.0,26900,0.82,1.57,2.61,12,2017,Haddock
HWSL,"Hake, white | large",11722.0,11722,0.68,1.5,2.45,12,2017,Hake
HWSM,"Hake, white | medium",3076.0,2887,0.52,0.88,2.02,12,2017,Hake
HDDP,Haddock | snapper,6400.0,6317,0.0,0.68,1.01,12,2017,Haddock
PADM,"Pollock, Atl | medium",43794.0,36364,0.35,0.74,1.52,12,2017,Pollock
POWX,Redfish | mixed,12754.0,3445,0.0,0.64,1.28,12,2017,Redfish
CADM,Cod | market,1901.0,1901,2.41,3.68,6.16,12,2017,Cod
PADL,"Pollock, Atl | large",38462.0,25287,0.0,1.12,2.26,12,2017,Pollock
FADS,"Halibut, Atlantic | 10-50",86.0,86,8.15,9.21,10.56,12,2017,Halibut
HDDL,Haddock | large,4456.0,4176,2.02,3.49,4.62,12,2017,Haddock
HWSS,"Hake, white | small",1705.0,1571,0.0,0.32,0.5,12,2017,Hake
HWSJ,"Hake, white | sow",1247.0,1247,1.32,2.96,4.42,12,2017,Hake
PADS,"Pollock, Atl | small",18448.0,12602,0.29,0.46,0.82,12,2017,Pollock
CADL,Cod | large,6959.0,6959,2.28,2.73,4.47,1,2016,Cod
HDDL,Haddock | large,10998.0,9789,0.0,2.4,3.14,1,2016,Haddock
HDDS,Haddock | scrod,30058.0,29729,0.0,1.9,2.86,1,2016,Haddock
POWX,Redfish | mixed,12982.0,8847,0.0,1.28,1.99,1,2016,Redfish
CADM,Cod | market,11217.0,11217,2.01,2.66,3.52,1,2016,Cod
PADL,"Pollock, Atl | large",52869.0,52853,0.0,1.84,3.67,1,2016,Pollock
HWSL,"Hake, white | large",7442.0,7442,2.85,3.32,4.37,1,2016,Hake
HWSM,"Hake, white | medium",1145.0,1145,1.25,2.4,3.08,1,2016,Hake
HWSJ,"Hake, white | sow",2220.0,2220,2.75,3.75,4.17,1,2016,Hake
PADS,"Pollock, Atl | small",43450.0,39294,0.35,0.58,1.53,1,2016,Pollock
CADS,Cod | scrod,1179.0,1179,1.33,1.99,2.5,1,2016,Cod
FADS,"Halibut, Atlantic | 10-50",38.0,38,9.81,9.81,9.81,1,2016,Halibut
HDDP,Haddock | snapper,1946.0,1877,0.0,1.22,1.38,1,2016,Haddock
HWSS,"Hake, white | small",160.0,61,0.0,1.26,1.31,1,2016,Hake
PADM,"Pollock, Atl | medium",47993.0,47921,0.0,1.51,2.82,1,2016,Pollock
HDDS,Haddock | scrod,16773.0,16605,0.0,1.56,2.37,2,2016,Haddock
HWSL,"Hake, white | large",13942.0,13942,1.89,2.37,3.87,2,2016,Hake
POWX,Redfish | mixed,10669.0,10202,0.0,0.72,0.93,2,2016,Redfish
CADL,Cod | large,10999.0,6920,0.0,1.83,4.71,2,2016,Cod
HWSM,"Hake, white | medium",1812.0,1795,0.0,1.7,2.07,2,2016,Hake
FADM,"Halibut, Atlantic | 50-85",52.0,52,10.96,10.96,10.96,2,2016,Halibut
PADL,"Pollock, Atl | large",17121.0,17121,1.29,2.29,3.67,2,2016,Pollock
CADS,Cod | scrod,70.0,42,0.0,1.25,1.44,2,2016,Cod
HWSS,"Hake, white | small",188.0,188,0.5,1.02,1.41,2,2016,Hake
HWSJ,"Hake, white | sow",2996.0,2996,2.8,3.6,4.32,2,2016,Hake
CADM,Cod | market,17809.0,11784,0.0,1.75,3.37,2,2016,Cod
HDDL,Haddock | large,6243.0,5840,0.0,2.02,3.67,2,2016,Haddock
HDDP,Haddock | snapper,965.0,915,0.0,1.26,1.48,2,2016,Haddock
PADM,"Pollock, Atl | medium",25286.0,24086,1.0,1.61,3.37,2,2016,Pollock
PADS,"Pollock, Atl | small",53070.0,39864,0.0,0.5,3.02,2,2016,Pollock
HWSS,"Hake, white | small",158.0,143,0.0,1.2,1.48,3,2016,Hake
POWX,Redfish | mixed,8930.0,8916,0.0,0.79,1.62,3,2016,Redfish
PADL,"Pollock, Atl | large",10857.0,10257,2.13,3.34,4.07,3,2016,Pollock
HWSL,"Hake, white | large",6515.0,6515,2.22,3.14,5.26,3,2016,Hake
PADS,"Pollock, Atl | small",8034.0,8034,0.59,1.2,2.36,3,2016,Pollock
HWSM,"Hake, white | medium",978.0,771,0.0,2.2,3.87,3,2016,Hake
PADM,"Pollock, Atl | medium",6689.0,6689,1.0,2.76,3.25,3,2016,Pollock
CADL,Cod | large,3315.0,3315,2.28,3.07,4.52,3,2016,Cod
CADM,Cod | market,12389.0,11189,1.88,2.62,4.27,3,2016,Cod
CADS,Cod | scrod,153.0,153,1.4,1.97,2.3,3,2016,Cod
HDDP,Haddock | snapper,279.0,252,0.0,1.07,1.42,3,2016,Haddock
HDDS,Haddock | scrod,4561.0,4381,0.0,1.97,2.52,3,2016,Haddock
FADS,"Halibut, Atlantic | 10-50",104.0,104,9.9,10.53,11.31,3,2016,Halibut
FYWX,Yellowtail | mixed,1.0,0,0.0,0.0,0.0,3,2016,Yellowtail
HDDL,Haddock | large,2675.0,2675,2.15,2.74,3.67,3,2016,Haddock
HWSJ,"Hake, white | sow",2869.0,2869,2.74,3.42,5.01,3,2016,Hake
HDDP,Haddock | snapper,739.0,713,0.0,1.21,1.73,4,2016,Haddock
CADS,Cod | scrod,276.0,115,0.0,1.62,1.8,4,2016,Cod
FADS,"Halibut, Atlantic | 10-50",119.0,93,0.0,9.39,10.21,4,2016,Halibut
FYWL,Yellowtail | large,11.0,9,0.0,2.51,2.91,4,2016,Yellowtail
FYWS,Yellowtail | small,43.0,19,0.0,2.51,2.51,4,2016,Yellowtail
HWSS,"Hake, white | small",404.0,365,0.0,1.4,2.3,4,2016,Hake
PADM,"Pollock, Atl | medium",7115.0,7115,1.55,2.56,4.07,4,2016,Pollock
HWSL,"Hake, white | large",3638.0,3638,2.71,3.86,5.17,4,2016,Hake
POWX,Redfish | mixed,4897.0,4897,0.68,1.03,2.01,4,2016,Redfish
HWSJ,"Hake, white | sow",1801.0,1801,2.85,4.49,5.37,4,2016,Hake
HWSM,"Hake, white | medium",1040.0,1040,1.09,2.6,4.22,4,2016,Hake
PADS,"Pollock, Atl | small",7382.0,7225,0.0,1.38,2.41,4,2016,Pollock
CADM,Cod | market,26057.0,9645,0.0,2.43,3.47,4,2016,Cod
FYWX,Yellowtail | mixed,11.0,11,1.1,1.1,1.11,4,2016,Yellowtail
PADL,"Pollock, Atl | large",25446.0,25446,1.81,3.09,5.07,4,2016,Pollock
HDDL,Haddock | large,2971.0,2971,2.59,3.32,4.97,4,2016,Haddock
CADL,Cod | large,7648.0,3338,0.0,3.2,4.87,4,2016,Cod
FADM,"Halibut, Atlantic | 50-85",117.0,0,0.0,0.0,0.0,4,2016,Halibut
HDDS,Haddock | scrod,9697.0,9302,0.0,2.92,3.77,4,2016,Haddock
FYWL,Yellowtail | large,15.0,15,0.99,0.99,0.99,5,2016,Yellowtail
HWSL,"Hake, white | large",9407.0,8807,2.73,3.22,4.12,5,2016,Hake
HDDL,Haddock | large,3609.0,3609,2.16,2.79,4.02,5,2016,Haddock
HDDP,Haddock | snapper,647.0,601,0.0,0.77,1.15,5,2016,Haddock
HWSJ,"Hake, white | sow",4743.0,4743,2.51,3.87,5.12,5,2016,Hake
PADM,"Pollock, Atl | medium",9951.0,9951,1.1,2.37,3.92,5,2016,Pollock
PADS,"Pollock, Atl | small",13836.0,10799,0.58,1.06,2.34,5,2016,Pollock
CADS,Cod | scrod,205.0,5,0.0,2.96,2.96,5,2016,Cod
FADS,"Halibut, Atlantic | 10-50",153.0,39,0.0,6.25,6.25,5,2016,Halibut
HWSS,"Hake, white | small",879.0,775,0.0,1.18,1.67,5,2016,Hake
FADM,"Halibut, Atlantic | 50-85",53.0,53,8.31,8.31,8.31,5,2016,Halibut
FYWS,Yellowtail | small,7.0,7,0.97,0.97,0.97,5,2016,Yellowtail
PADL,"Pollock, Atl | large",25750.0,25750,1.87,2.8,4.42,5,2016,Pollock
PASX,"Pollock, Atl | scaler",61.0,61,0.75,0.75,0.75,5,2016,Pollock
CADL,Cod | large,2417.0,1931,1.86,2.94,4.36,5,2016,Cod
CADM,Cod | market,5620.0,2251,1.56,2.47,4.11,5,2016,Cod
HDDS,Haddock | scrod,12584.0,12584,1.3,1.66,2.35,5,2016,Haddock
HWSM,"Hake, white | medium",3772.0,2882,0.0,2.25,2.91,5,2016,Hake
POWX,Redfish | mixed,8620.0,5245,0.51,0.88,1.51,5,2016,Redfish
HWSJ,"Hake, white | sow",5569.0,5569,1.63,2.62,3.82,6,2016,Hake
CADM,Cod | market,2483.0,2483,2.25,3.22,4.27,6,2016,Cod
FYWL,Yellowtail | large,1.0,1,1.0,1.0,1.0,6,2016,Yellowtail
FYWX,Yellowtail | mixed,3.0,0,0.0,0.0,0.0,6,2016,Yellowtail
CADS,Cod | scrod,102.0,102,1.34,2.28,2.46,6,2016,Cod
FADS,"Halibut, Atlantic | 10-50",153.0,100,0.0,7.91,8.81,6,2016,Halibut
HDDL,Haddock | large,2467.0,2193,2.42,3.15,4.22,6,2016,Haddock
HDDP,Haddock | snapper,1046.0,901,0.0,1.07,1.55,6,2016,Haddock
HDDS,Haddock | scrod,9990.0,9990,1.26,2.02,3.27,6,2016,Haddock
PADM,"Pollock, Atl | medium",15087.0,15048,0.0,2.23,3.62,6,2016,Pollock
CADL,Cod | large,1977.0,1977,2.35,3.37,4.47,6,2016,Cod
FADM,"Halibut, Atlantic | 50-85",64.0,0,0.0,0.0,0.0,6,2016,Halibut
HWSM,"Hake, white | medium",5572.0,5191,0.0,1.4,2.38,6,2016,Hake
HWSL,"Hake, white | large",24955.0,24003,0.0,1.81,4.62,6,2016,Hake
PADS,"Pollock, Atl | small",11138.0,11138,0.77,1.29,2.0,6,2016,Pollock
PADL,"Pollock, Atl | large",50576.0,49376,1.54,2.54,4.07,6,2016,Pollock
HWSS,"Hake, white | small",1065.0,301,0.0,1.17,1.41,6,2016,Hake
POWX,Redfish | mixed,4742.0,4641,0.64,0.89,2.22,6,2016,Redfish
FYWX,Yellowtail | mixed,39.0,13,0.0,1.25,1.4,7,2016,Yellowtail
CADL,Cod | large,3647.0,3618,0.0,3.65,4.41,7,2016,Cod
CADS,Cod | scrod,45.0,31,0.0,2.35,2.5,7,2016,Cod
FADM,"Halibut, Atlantic | 50-85",303.0,303,7.05,8.07,8.95,7,2016,Halibut
HDDS,Haddock | scrod,8233.0,7859,0.0,1.51,2.04,7,2016,Haddock
HDDL,Haddock | large,2158.0,2158,2.11,2.7,4.02,7,2016,Haddock
PADL,"Pollock, Atl | large",48638.0,48607,2.24,2.78,3.92,7,2016,Pollock
CADM,Cod | market,4706.0,4706,2.65,3.5,4.36,7,2016,Cod
FADL,"Halibut, Atlantic | 85-125",179.0,92,0.0,6.0,6.0,7,2016,Halibut
HWSJ,"Hake, white | sow",3761.0,3761,3.01,3.79,4.97,7,2016,Hake
HWSM,"Hake, white | medium",8651.0,7079,0.84,1.33,2.19,7,2016,Hake
HWSL,"Hake, white | large",47911.0,47879,1.5,1.9,4.32,7,2016,Hake
HWSS,"Hake, white | small",1329.0,554,0.0,0.75,1.12,7,2016,Hake
POWX,Redfish | mixed,9734.0,8527,0.68,1.0,1.61,7,2016,Redfish
FADS,"Halibut, Atlantic | 10-50",271.0,234,0.0,8.53,9.0,7,2016,Halibut
FYWL,Yellowtail | large,2.0,0,0.0,0.0,0.0,7,2016,Yellowtail
FYWS,Yellowtail | small,9.0,5,0.0,1.26,1.41,7,2016,Yellowtail
PADM,"Pollock, Atl | medium",12861.0,12861,1.44,2.62,3.47,7,2016,Pollock
HDDP,Haddock | snapper,776.0,619,0.0,0.86,1.11,7,2016,Haddock
PADS,"Pollock, Atl | small",14787.0,14701,0.0,1.38,1.87,7,2016,Pollock
CADL,Cod | large,4162.0,3999,1.35,2.94,4.61,8,2016,Cod
CADM,Cod | market,8490.0,3759,0.0,2.82,3.42,8,2016,Cod
HDDS,Haddock | scrod,14541.0,14505,0.0,1.93,3.02,8,2016,Haddock
POWX,Redfish | mixed,5764.0,5764,0.7,1.1,2.37,8,2016,Redfish
FADM,"Halibut, Atlantic | 50-85",193.0,61,0.0,7.11,7.11,8,2016,Halibut
PADL,"Pollock, Atl | large",32316.0,31982,0.0,2.68,4.62,8,2016,Pollock
CADS,Cod | scrod,276.0,254,0.0,1.23,2.31,8,2016,Cod
FADS,"Halibut, Atlantic | 10-50",330.0,330,7.15,7.63,8.0,8,2016,Halibut
FYWS,Yellowtail | small,11.0,11,1.0,1.1,1.19,8,2016,Yellowtail
HWSS,"Hake, white | small",1301.0,1085,0.0,0.95,1.25,8,2016,Hake
FADL,"Halibut, Atlantic | 85-125",110.0,0,0.0,0.0,0.0,8,2016,Halibut
HDDP,Haddock | snapper,1314.0,1116,0.0,1.11,1.83,8,2016,Haddock
HDDL,Haddock | large,4193.0,3293,1.38,2.54,3.57,8,2016,Haddock
HWSJ,"Hake, white | sow",4559.0,4548,0.0,4.03,4.77,8,2016,Hake
HWSM,"Hake, white | medium",6413.0,5728,0.0,1.42,2.57,8,2016,Hake
PADM,"Pollock, Atl | medium",11132.0,11010,0.0,2.44,3.77,8,2016,Pollock
PADS,"Pollock, Atl | small",11807.0,11616,0.0,1.56,2.12,8,2016,Pollock
HWSL,"Hake, white | large",37410.0,35396,1.34,1.99,3.72,8,2016,Hake
HWSS,"Hake, white | small",1536.0,1283,0.0,0.96,1.19,9,2016,Hake
POWX,Redfish | mixed,4999.0,4991,0.0,0.99,2.12,9,2016,Redfish
FADL,"Halibut, Atlantic | 85-125",90.0,0,0.0,0.0,0.0,9,2016,Halibut
FYWS,Yellowtail | small,8.0,3,0.0,0.91,0.91,9,2016,Yellowtail
PADL,"Pollock, Atl | large",27100.0,27100,2.79,3.31,4.57,9,2016,Pollock
PADS,"Pollock, Atl | small",18166.0,16913,0.0,1.1,2.42,9,2016,Pollock
CADL,Cod | large,5287.0,2784,0.0,2.91,4.07,9,2016,Cod
FADM,"Halibut, Atlantic | 50-85",255.0,190,0.0,8.12,8.16,9,2016,Halibut
HDDS,Haddock | scrod,15984.0,15975,0.0,1.81,2.64,9,2016,Haddock
HWSL,"Hake, white | large",21089.0,18561,1.7,2.91,3.92,9,2016,Hake
HWSM,"Hake, white | medium",3587.0,3505,0.0,1.65,2.46,9,2016,Hake
CADS,Cod | scrod,69.0,11,0.0,1.08,1.08,9,2016,Cod
FADS,"Halibut, Atlantic | 10-50",230.0,196,0.0,8.06,8.4,9,2016,Halibut
HDDL,Haddock | large,4755.0,4286,0.0,2.3,3.12,9,2016,Haddock
HDDP,Haddock | snapper,2863.0,2859,0.0,1.06,1.56,9,2016,Haddock
PADM,"Pollock, Atl | medium",16879.0,16879,1.68,2.74,3.82,9,2016,Pollock
CADM,Cod | market,6002.0,3274,0.0,2.47,3.47,9,2016,Cod
HWSJ,"Hake, white | sow",4326.0,4326,2.64,4.01,4.72,9,2016,Hake
HDDP,Haddock | snapper,2428.0,2369,0.0,0.59,1.06,10,2016,Haddock
PADM,"Pollock, Atl | medium",24998.0,24998,1.4,2.44,4.07,10,2016,Pollock
PADS,"Pollock, Atl | small",73037.0,72716,0.39,0.52,2.29,10,2016,Pollock
FADM,"Halibut, Atlantic | 50-85",174.0,174,7.25,8.18,8.9,10,2016,Halibut
FYWS,Yellowtail | small,7.0,1,0.0,1.29,1.29,10,2016,Yellowtail
HWSL,"Hake, white | large",19037.0,19037,2.59,3.27,5.52,10,2016,Hake
HWSS,"Hake, white | small",1133.0,1078,0.0,1.23,1.71,10,2016,Hake
POWX,Redfish | mixed,8154.0,6986,0.62,0.78,1.92,10,2016,Redfish
HWSJ,"Hake, white | sow",2684.0,2684,3.42,4.06,5.21,10,2016,Hake
HWSM,"Hake, white | medium",3717.0,3717,1.62,2.34,4.17,10,2016,Hake
HDDL,Haddock | large,5562.0,5182,0.0,2.45,5.02,10,2016,Haddock
PADL,"Pollock, Atl | large",28790.0,28790,1.78,3.02,4.57,10,2016,Pollock
CADS,Cod | scrod,3.0,3,1.56,1.56,1.56,10,2016,Cod
FADS,"Halibut, Atlantic | 10-50",277.0,235,0.0,9.07,9.86,10,2016,Halibut
HDDS,Haddock | scrod,12886.0,10764,0.0,1.51,2.42,10,2016,Haddock
CADL,Cod | large,3330.0,2893,0.0,3.41,5.07,10,2016,Cod
CADM,Cod | market,3075.0,3038,0.0,2.75,4.02,10,2016,Cod
FYWX,Yellowtail | mixed,6.0,6,1.4,1.4,1.4,10,2016,Yellowtail
HWSL,"Hake, white | large",20969.0,19180,0.0,2.25,3.97,11,2016,Hake
PADS,"Pollock, Atl | small",22090.0,21755,0.0,0.83,1.48,11,2016,Pollock
HDDL,Haddock | large,7314.0,6414,1.6,2.22,2.95,11,2016,Haddock
HWSJ,"Hake, white | sow",3645.0,3095,2.56,3.21,4.37,11,2016,Hake
HWSM,"Hake, white | medium",3371.0,2340,0.0,1.72,3.2,11,2016,Hake
PADM,"Pollock, Atl | medium",21438.0,21419,0.0,1.97,3.62,11,2016,Pollock
FADS,"Halibut, Atlantic | 10-50",270.0,233,0.0,9.67,10.01,11,2016,Halibut
HDDP,Haddock | snapper,3597.0,3520,0.0,0.84,1.53,11,2016,Haddock
HWSS,"Hake, white | small",1013.0,166,0.0,1.07,1.7,11,2016,Hake
FADM,"Halibut, Atlantic | 50-85",130.0,130,9.05,9.26,9.5,11,2016,Halibut
CADL,Cod | large,3465.0,2680,0.0,3.02,3.67,11,2016,Cod
CADM,Cod | market,1781.0,1512,0.0,3.02,3.72,11,2016,Cod
HDDS,Haddock | scrod,18447.0,18428,0.0,1.77,2.67,11,2016,Haddock
POWX,Redfish | mixed,9096.0,8954,0.0,1.0,1.53,11,2016,Redfish
PADL,"Pollock, Atl | large",34616.0,34616,1.79,2.38,3.67,11,2016,Pollock
HWSJ,"Hake, white | sow",2294.0,2294,2.25,3.7,4.62,12,2016,Hake
CADM,Cod | market,3685.0,3531,0.0,3.24,5.76,12,2016,Cod
HDDP,Haddock | snapper,8550.0,8514,0.0,1.16,1.59,12,2016,Haddock
CADS,Cod | scrod,8.0,2,0.0,1.51,1.51,12,2016,Cod
FADS,"Halibut, Atlantic | 10-50",196.0,196,10.96,11.73,12.96,12,2016,Halibut
HDDL,Haddock | large,9025.0,9025,1.97,3.05,4.17,12,2016,Haddock
PADM,"Pollock, Atl | medium",32488.0,30514,0.86,1.4,2.1,12,2016,Pollock
CADL,Cod | large,5589.0,4188,0.0,3.76,6.26,12,2016,Cod
FADM,"Halibut, Atlantic | 50-85",105.0,105,10.41,11.67,13.06,12,2016,Halibut
HDDS,Haddock | scrod,23046.0,22560,0.0,2.26,3.97,12,2016,Haddock
HWSL,"Hake, white | large",14907.0,14907,1.76,2.39,3.24,12,2016,Hake
POWX,Redfish | mixed,7472.0,6572,0.62,0.96,1.51,12,2016,Redfish
HWSM,"Hake, white | medium",2834.0,2540,0.0,1.56,2.76,12,2016,Hake
PADS,"Pollock, Atl | small",34634.0,28193,0.0,0.54,0.96,12,2016,Pollock
PADL,"Pollock, Atl | large",43391.0,43090,1.45,1.96,2.96,12,2016,Pollock
HWSS,"Hake, white | small",2304.0,1832,0.0,0.54,0.9,12,2016,Hake
CADS,Cod | scrod,71.0,69,0.0,1.56,2.22,1,2015,Cod
HDDL,Haddock | large,4051.0,4051,1.77,2.51,5.62,1,2015,Haddock
PADM,"Pollock, Atl | medium",29224.0,29224,1.42,2.39,3.57,1,2015,Pollock
CADL,Cod | large,5308.0,4461,2.4,3.14,6.76,1,2015,Cod
HDDS,Haddock | scrod,1292.0,1292,1.07,1.85,2.59,1,2015,Haddock
HWSL,"Hake, white | large",11387.0,11387,1.92,2.4,4.17,1,2015,Hake
HWSM,"Hake, white | medium",1073.0,1073,1.5,1.86,2.86,1,2015,Hake
PADS,"Pollock, Atl | small",19442.0,16128,0.71,1.64,2.85,1,2015,Pollock
HDDP,Haddock | snapper,31.0,11,0.0,1.08,1.19,1,2015,Haddock
HWSS,"Hake, white | small",200.0,200,0.92,1.49,1.74,1,2015,Hake
POWX,Redfish | mixed,16737.0,5089,0.0,0.9,1.51,1,2015,Redfish
HWSJ,"Hake, white | sow",2112.0,2112,2.74,3.29,4.21,1,2015,Hake
CADM,Cod | market,14822.0,10132,1.53,2.05,5.01,1,2015,Cod
PADL,"Pollock, Atl | large",32550.0,32550,1.84,2.59,3.67,1,2015,Pollock
CADS,Cod | scrod,359.0,356,0.0,1.85,2.49,2,2015,Cod
FADS,"Halibut, Atlantic | 10-50",111.0,111,11.01,11.01,11.01,2,2015,Halibut
HWSS,"Hake, white | small",389.0,387,0.0,1.18,2.0,2,2015,Hake
FYWL,Yellowtail | large,1.0,1,1.04,1.04,1.04,2,2015,Yellowtail
FYWS,Yellowtail | small,1.0,0,0.0,0.0,0.0,2,2015,Yellowtail
HDDL,Haddock | large,4992.0,4992,2.0,2.66,4.37,2,2015,Haddock
HDDP,Haddock | snapper,637.0,637,0.71,1.43,2.36,2,2015,Haddock
PADM,"Pollock, Atl | medium",10059.0,10059,2.23,3.27,4.67,2,2015,Pollock
CADL,Cod | large,2140.0,2140,2.08,3.58,5.56,2,2015,Cod
CADM,Cod | market,8931.0,8931,2.02,2.56,4.52,2,2015,Cod
HDDS,Haddock | scrod,17307.0,17293,0.0,2.27,3.72,2,2015,Haddock
POWX,Redfish | mixed,17801.0,12421,0.0,0.85,1.17,2,2015,Redfish
HWSL,"Hake, white | large",4434.0,4434,1.88,2.58,4.77,2,2015,Hake
PADL,"Pollock, Atl | large",9802.0,9802,2.72,3.54,4.72,2,2015,Pollock
HWSJ,"Hake, white | sow",319.0,319,2.24,3.89,4.77,2,2015,Hake
PADS,"Pollock, Atl | small",24946.0,19407,0.89,1.66,2.88,2,2015,Pollock
HWSM,"Hake, white | medium",1362.0,1338,0.0,1.43,3.37,2,2015,Hake
FYWX,Yellowtail | mixed,11.0,11,1.01,1.01,1.01,3,2015,Yellowtail
PADL,"Pollock, Atl | large",76766.0,71154,0.0,1.7,2.88,3,2015,Pollock
CADM,Cod | market,24279.0,21828,0.0,2.28,4.37,3,2015,Cod
CADS,Cod | scrod,359.0,353,0.0,1.86,2.47,3,2015,Cod
FADS,"Halibut, Atlantic | 10-50",185.0,185,8.1,10.7,13.06,3,2015,Halibut
HDDL,Haddock | large,6372.0,6372,1.49,2.42,5.27,3,2015,Haddock
HWSS,"Hake, white | small",265.0,262,0.0,1.42,2.01,3,2015,Hake
HWSJ,"Hake, white | sow",1863.0,1815,0.0,3.98,4.77,3,2015,Hake
HWSL,"Hake, white | large",9201.0,8823,0.0,3.19,4.37,3,2015,Hake
PADS,"Pollock, Atl | small",32138.0,25637,0.63,1.04,2.09,3,2015,Pollock
FYWL,Yellowtail | large,2.0,2,1.35,1.35,1.35,3,2015,Yellowtail
HDDP,Haddock | snapper,395.0,339,0.0,1.46,1.75,3,2015,Haddock
HDDS,Haddock | scrod,21678.0,21621,0.0,1.93,2.32,3,2015,Haddock
PADM,"Pollock, Atl | medium",42127.0,39127,0.69,1.42,2.79,3,2015,Pollock
POWX,Redfish | mixed,24579.0,22868,0.63,0.76,1.76,3,2015,Redfish
CADL,Cod | large,3315.0,3315,2.1,2.95,5.06,3,2015,Cod
FADM,"Halibut, Atlantic | 50-85",54.0,54,9.71,9.71,9.71,3,2015,Halibut
HWSM,"Hake, white | medium",930.0,930,0.82,2.58,3.97,3,2015,Hake
CADM,Cod | market,24783.0,23283,1.57,2.21,4.12,4,2015,Cod
FYWX,Yellowtail | mixed,4.0,4,1.01,1.01,1.01,4,2015,Yellowtail
HWSJ,"Hake, white | sow",8174.0,7150,0.0,2.24,3.91,4,2015,Hake
HWSS,"Hake, white | small",1216.0,1216,0.51,1.2,2.02,4,2015,Hake
POWX,Redfish | mixed,25651.0,21078,0.0,0.84,1.57,4,2015,Redfish
FYWS,Yellowtail | small,4.0,0,0.0,0.0,0.0,4,2015,Yellowtail
PADL,"Pollock, Atl | large",71867.0,69515,0.84,1.29,2.81,4,2015,Pollock
HDDP,Haddock | snapper,339.0,215,0.0,0.64,1.1,4,2015,Haddock
PADS,"Pollock, Atl | small",49609.0,48573,0.53,0.77,1.3,4,2015,Pollock
